Date,Open,High,Low,Close,Adj Close,Volume
2016-06-13,163.600006,165.399994,160.000000,161.800003,161.800003,473602
2016-06-20,161.050003,166.850006,151.699997,155.800003,155.800003,1506637
2016-06-27,155.600006,162.850006,154.550003,159.250000,159.250000,1628491
2016-07-04,159.500000,163.750000,157.949997,158.850006,158.850006,1149062
2016-07-11,160.899994,172.399994,152.600006,169.949997,169.949997,5733394
2016-07-18,169.800003,184.000000,168.050003,180.449997,180.449997,12160999
2016-07-25,179.800003,181.800003,170.199997,171.750000,171.750000,2950884
2016-08-01,172.500000,195.949997,170.100006,189.050003,189.050003,17257026
2016-08-08,189.000000,196.699997,184.600006,193.199997,193.199997,11407378
2016-08-15,193.199997,198.899994,185.500000,188.050003,188.050003,16532826
2016-08-22,190.000000,194.600006,172.300003,172.899994,172.899994,7301075
2016-08-29,173.199997,182.149994,172.149994,176.649994,176.649994,5328661
2016-09-05,176.649994,184.399994,175.550003,179.149994,179.149994,2212110
2016-09-12,176.000000,180.500000,172.699997,174.949997,174.949997,2111799
2016-09-19,175.000000,177.500000,171.000000,175.250000,175.250000,1700447
2016-09-26,175.000000,176.899994,161.000000,167.000000,167.000000,2190144
2016-10-03,168.000000,176.000000,167.000000,172.699997,172.699997,2904737
2016-10-10,173.750000,177.050003,166.649994,170.550003,170.550003,1456905
2016-10-17,179.050003,188.899994,175.800003,177.300003,177.300003,15946928
2016-10-24,178.899994,184.500000,175.500000,178.500000,178.500000,3701624
2016-10-31,178.500000,181.550003,165.149994,168.699997,168.699997,2789713
2016-11-07,170.750000,172.250000,142.250000,163.149994,163.149994,4907059
2016-11-14,163.149994,166.649994,158.750000,160.250000,160.250000,1993648
2016-11-21,160.850006,177.500000,155.300003,176.449997,176.449997,3425820
2016-11-28,175.949997,186.399994,172.500000,172.899994,172.899994,4621530
2016-12-05,173.000000,175.899994,168.050003,172.699997,172.699997,1743422
2016-12-12,173.449997,187.000000,169.550003,183.250000,183.250000,3748722
2016-12-19,184.000000,189.000000,175.800003,179.149994,179.149994,4669031
2016-12-26,178.050003,186.000000,171.100006,180.850006,180.850006,2419284
2017-01-02,181.800003,198.199997,178.699997,190.899994,190.899994,14756206
2017-01-09,195.000000,205.000000,189.000000,189.800003,189.800003,14833137
2017-01-16,192.699997,195.949997,183.399994,183.899994,183.899994,4669215
2017-01-23,183.399994,195.500000,179.050003,190.699997,190.699997,4143797
2017-01-30,189.800003,192.199997,179.149994,184.100006,184.100006,8251362
2017-02-06,191.000000,203.199997,183.600006,194.699997,194.699997,15833202
2017-02-13,195.000000,201.899994,184.800003,195.449997,195.449997,13354874
2017-02-20,195.449997,198.800003,188.100006,195.699997,195.699997,6904381
2017-02-27,194.899994,198.500000,185.199997,187.100006,187.100006,5867373
2017-03-06,187.199997,188.750000,177.199997,178.199997,178.199997,7289945
2017-03-13,178.199997,186.500000,178.199997,183.449997,183.449997,9493740
2017-03-20,183.550003,184.699997,173.699997,176.899994,176.899994,7897874
2017-03-27,177.899994,183.899994,177.050003,180.699997,180.699997,11988928
2017-04-03,181.100006,192.600006,181.100006,186.300003,186.300003,18134801
2017-04-10,187.000000,190.300003,180.000000,185.449997,185.449997,4201888
2017-04-17,186.050003,211.000000,185.800003,204.050003,204.050003,38203018
2017-04-24,209.000000,222.899994,207.300003,220.300003,220.300003,35172869
2017-05-01,220.300003,228.949997,210.000000,210.750000,210.750000,23066558
2017-05-08,211.949997,215.750000,204.000000,208.399994,208.399994,16056035
2017-05-15,208.399994,210.800003,195.000000,203.550003,203.550003,21254439
2017-05-22,206.000000,206.250000,191.199997,202.750000,202.750000,14076772
2017-05-29,200.399994,203.050003,191.750000,192.949997,192.949997,7385125
2017-06-05,194.000000,198.699997,189.100006,193.550003,193.550003,13761822
2017-06-12,192.899994,199.899994,186.399994,190.500000,190.500000,21084601
2017-06-19,191.500000,201.949997,168.250000,172.500000,172.500000,68199896
2017-06-26,172.500000,175.699997,157.449997,162.000000,162.000000,43486522
2017-07-03,163.399994,166.000000,152.250000,158.850006,158.850006,32609557
2017-07-10,162.500000,167.399994,159.449997,162.949997,162.949997,19958042
2017-07-17,163.750000,164.500000,142.149994,163.550003,163.550003,84508610
2017-07-24,166.000000,170.350006,157.699997,159.100006,159.100006,34059475
2017-07-31,159.199997,167.300003,151.500000,166.350006,166.350006,47163226
2017-08-07,167.000000,168.899994,147.600006,151.949997,151.949997,33029208
2017-08-14,153.000000,153.949997,143.000000,145.149994,145.149994,14608846
2017-08-21,145.949997,155.399994,125.550003,151.750000,151.750000,90757712
2017-08-28,152.750000,156.949997,143.399994,149.100006,149.100006,47897416
2017-09-04,149.500000,156.699997,145.500000,154.199997,154.199997,24322071
2017-09-11,154.800003,156.100006,148.399994,149.949997,149.949997,13001909
2017-09-18,150.100006,158.399994,149.050003,150.050003,150.050003,16261227
2017-09-25,150.000000,150.600006,143.149994,144.000000,144.000000,11094617
2017-10-02,144.000000,157.500000,143.199997,156.850006,156.850006,12915700
2017-10-09,156.000000,160.000000,147.649994,151.800003,151.800003,24231928
2017-10-16,153.250000,153.899994,145.050003,146.000000,146.000000,4757672
2017-10-23,146.050003,148.000000,144.000000,146.000000,146.000000,11225680
2017-10-30,146.699997,147.199997,142.250000,142.699997,142.699997,9187787
2017-11-06,142.750000,145.350006,134.100006,134.449997,134.449997,11611198
2017-11-13,134.699997,145.500000,127.699997,129.949997,129.949997,46086711
2017-11-20,130.000000,139.800003,123.400002,138.750000,138.750000,42061945
2017-11-27,138.550003,149.899994,137.000000,143.600006,143.600006,44645747
2017-12-04,144.000000,151.300003,139.699997,146.850006,146.850006,30501701
2017-12-11,143.000000,144.600006,126.500000,135.649994,135.649994,69141329
2017-12-18,135.899994,144.449997,128.149994,142.449997,142.449997,26231986
2017-12-25,142.449997,167.899994,142.449997,160.449997,160.449997,52929203
2018-01-01,159.949997,171.250000,152.800003,163.300003,163.300003,46869265
2018-01-08,164.800003,167.800003,143.550003,144.649994,144.649994,60844178
2018-01-15,146.550003,148.699997,139.000000,145.449997,145.449997,39122677
2018-01-22,145.100006,158.500000,145.100006,157.300003,157.300003,33186534
2018-01-29,160.000000,160.050003,125.150002,126.449997,126.449997,76130647
2018-02-05,125.000000,156.699997,107.099998,148.600006,148.600006,141110245
2018-02-12,148.550003,152.699997,116.150002,137.500000,137.500000,153820655
2018-02-19,133.199997,167.399994,131.500000,159.949997,159.949997,287932743
2018-02-26,160.050003,167.449997,153.000000,161.050003,161.050003,122218897
2018-03-05,158.449997,167.250000,144.000000,145.399994,145.399994,139580448
2018-03-12,148.000000,162.800003,146.050003,155.899994,155.899994,68990628
2018-03-19,156.000000,159.000000,138.199997,143.500000,143.500000,48927860
2018-03-26,144.000000,153.899994,120.449997,123.349998,123.349998,183027928
2018-04-02,125.949997,144.949997,124.349998,138.800003,138.800003,76881134
2018-04-09,139.600006,157.399994,138.600006,152.050003,152.050003,83342636
2018-04-16,152.000000,153.300003,143.000000,149.649994,149.649994,39361257
2018-04-23,149.500000,154.899994,149.000000,153.899994,153.899994,22602609
2018-04-30,154.000000,160.949997,151.500000,157.949997,157.949997,54789670
2018-05-07,159.649994,159.850006,145.399994,148.250000,148.250000,26074162
2018-05-14,148.850006,155.000000,143.250000,144.500000,144.500000,17271753
2018-05-21,146.000000,150.949997,141.199997,145.050003,145.050003,13375440
2018-05-28,145.800003,150.800003,143.050003,145.800003,145.800003,13524435
2018-06-04,146.100006,148.000000,142.000000,146.199997,146.199997,6716330
2018-06-11,146.199997,146.500000,136.250000,138.899994,138.899994,8776419
2018-06-18,139.899994,140.800003,133.100006,139.199997,139.199997,7906045
2018-06-25,140.100006,143.750000,129.250000,134.850006,134.850006,25471947
2018-07-02,134.750000,145.899994,132.500000,138.500000,138.500000,27864502
2018-07-09,141.000000,149.449997,137.649994,147.800003,147.800003,42419096
2018-07-16,147.000000,147.600006,135.050003,135.550003,135.550003,15951195
2018-07-23,136.399994,140.399994,132.000000,136.600006,136.600006,13973558
2018-07-30,137.100006,146.899994,136.300003,145.949997,145.949997,11340542
2018-08-06,146.149994,148.399994,139.050003,140.899994,140.899994,8218896
2018-08-13,142.500000,151.300003,141.550003,150.149994,150.149994,10530712
2018-08-20,152.000000,152.300003,147.500000,149.399994,149.399994,7121473
2018-08-27,150.000000,150.949997,146.100006,146.600006,146.600006,9507196
2018-09-03,146.850006,149.899994,142.250000,146.350006,146.350006,7838152
2018-09-10,146.500000,146.500000,142.399994,144.850006,144.850006,6111279
2018-09-17,145.899994,146.199997,137.000000,137.250000,137.250000,7117175
2018-09-24,137.250000,138.800003,131.399994,134.949997,134.949997,7272484
2018-10-01,134.949997,137.399994,132.050003,134.699997,134.699997,6398787
2018-10-08,133.800003,134.800003,129.199997,134.100006,134.100006,5510995
2018-10-15,134.000000,139.899994,130.649994,131.300003,131.300003,2997784
2018-10-22,131.899994,134.000000,126.449997,129.250000,129.250000,4263409
2018-10-29,129.050003,141.800003,128.300003,138.500000,138.500000,6719706
2018-11-05,139.000000,142.500000,138.000000,140.350006,140.350006,4565604
2018-11-12,141.199997,146.850006,138.050003,146.500000,146.500000,10432343
2018-11-19,147.250000,149.300003,145.600006,146.399994,146.399994,15143900
2018-11-26,146.699997,148.949997,145.300003,147.699997,147.699997,17938264
2018-12-03,147.000000,148.949997,146.300003,147.100006,147.100006,2857461
2018-12-10,147.899994,153.000000,130.000000,141.449997,141.449997,25332572
2018-12-17,140.000000,142.100006,134.550003,134.949997,134.949997,11174937
2018-12-24,135.399994,138.500000,133.199997,137.399994,137.399994,4412181
2018-12-31,138.000000,141.850006,137.500000,140.300003,140.300003,4344395
2019-01-07,140.500000,140.899994,138.100006,139.899994,139.899994,2859276
2019-01-14,140.699997,140.699997,135.250000,135.500000,135.500000,2891807
2019-01-21,135.500000,137.449997,135.100006,135.399994,135.399994,3457041
2019-01-28,135.600006,136.399994,134.000000,135.199997,135.199997,3592995
2019-02-04,135.250000,138.449997,134.000000,135.050003,135.050003,1819609
2019-02-11,134.750000,137.500000,133.000000,134.949997,134.949997,2750798
2019-02-18,134.699997,139.000000,133.600006,135.600006,135.600006,5205148
2019-02-25,135.600006,138.850006,133.149994,134.750000,134.750000,3743499
2019-03-04,134.750000,135.850006,132.750000,134.949997,134.949997,3103017
2019-03-11,134.949997,143.000000,134.600006,137.800003,137.800003,7804283
2019-03-18,136.699997,137.949997,135.000000,136.350006,136.350006,6190422
2019-03-25,136.199997,138.850006,134.750000,135.750000,135.750000,2892659
2019-04-01,136.449997,138.850006,136.050003,136.750000,136.750000,2518040
2019-04-08,136.399994,144.850006,134.750000,138.750000,138.750000,4105799
2019-04-15,139.149994,141.899994,138.750000,140.399994,140.399994,1973505
2019-04-22,139.600006,140.699997,138.500000,139.100006,139.100006,2199068
2019-04-29,139.100006,139.100006,137.000000,137.750000,137.750000,858810
2019-05-06,137.149994,137.750000,131.000000,131.899994,131.899994,2547484
2019-05-13,131.100006,132.050003,126.150002,126.900002,126.900002,2635608
2019-05-20,128.000000,129.899994,124.699997,125.449997,125.449997,5066851
2019-05-27,127.050003,132.000000,124.500000,125.300003,125.300003,5611468
2019-06-03,125.099998,126.300003,121.250000,122.449997,122.449997,2643626
2019-06-10,123.400002,134.800003,122.000000,131.000000,131.000000,12060090
2019-06-17,131.899994,134.000000,127.750000,129.199997,129.199997,3306583
2019-06-24,128.199997,130.949997,127.500000,130.100006,130.100006,4775197
2019-07-01,130.149994,134.600006,130.000000,132.699997,132.699997,2258651
2019-07-08,132.100006,132.649994,127.199997,128.899994,128.899994,2454453
2019-07-15,128.500000,132.250000,127.599998,129.600006,129.600006,1721571
2019-07-22,129.100006,130.000000,124.050003,124.949997,124.949997,3449695
2019-07-29,124.199997,126.250000,116.099998,117.949997,117.949997,7419404
2019-08-05,117.949997,124.900002,111.300003,121.750000,121.750000,5360568
2019-08-12,121.750000,129.000000,117.300003,125.449997,125.449997,2095911
2019-08-19,125.900002,125.900002,120.150002,121.349998,121.349998,5423976
2019-08-26,122.000000,125.300003,120.000000,124.150002,124.150002,2192086
2019-09-02,124.150002,127.800003,122.650002,126.949997,126.949997,1003053
2019-09-09,126.199997,129.000000,124.099998,124.699997,124.699997,807479
2019-09-16,124.699997,130.449997,123.300003,129.399994,129.399994,2126598
